sen,label_decode,label,raw_sen,length
"['2', '0', '1', '1', '年', '4', '月', '至', '今', '任', '青', '海', '盐', '湖', '工', '业', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2011年4月至今任青海盐湖工业股份有限公司独立董事。,27
"['杨', '育', '红', '，', '女', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",杨育红，女，,6
"['1', '9', '6', '6', '年', '出', '生', '，', '汉', '族', '，', '中', '国', '国', '籍', '，', '法', '学', '硕', '士', '学', '位', '，', '律', '师', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-RACE', 'I-RACE', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'I-CONT', 'O', 'B-PRO', 'I-PRO', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 8, 9, 5, 6, 7, 7, 7, 5, 16, 17, 12, 13, 13, 13, 5, 10, 11, 5, 5]",1966年出生，汉族，中国国籍，法学硕士学位，律师。,26
"['2', '0', '0', '9', '年', '至', '今', '在', '北', '京', '市', '中', '伦', '金', '通', '律', '师', '事', '务', '所', '执', '业', '，', '现', '任', '牡', '丹', '江', '恒', '丰', '纸', '业', '股', '份', '有', '限', '公', '司', '独', '立', '董', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",2009年至今在北京市中伦金通律师事务所执业，现任牡丹江恒丰纸业股份有限公司独立董事。,43
"['张', '殷', '：', '1', '9', '6', '7', '年', '出', '生', '，', '浙', '江', '大', '学', '科', '仪', '系', '学', '士', '学', '位', '、', '历', '任', '广', '东', '省', '基', '础', '公', '司', '部', '门', '经', '理', '、', '铁', '道', '部', '大', '桥', '局', '机', '施', '公', '司', '部', '门', '经', '理', '、', '汕', '头', '东', '南', '科', '技', '发', '展', '有', '限', '公', '司', '分', '公', '司', '经', '理', '、', '原', '任', '浙', '江', '浙', '大', '网', '新', '机', '电', '工', '程', '有', '限', '公', '司', '副', '总', '裁', '，', '现', '任', '公', '司', '副', '总', '裁', '。']","['B-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 12, 13, 13, 13, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 5, 5, 14, 15, 10, 11, 11, 5, 5]",张殷：1967年出生，浙江大学科仪系学士学位、历任广东省基础公司部门经理、铁道部大桥局机施公司部门经理、汕头东南科技发展有限公司分公司经理、原任浙江浙大网新机电工程有限公司副总裁，现任公司副总裁。,98
"['王', '洋', '，', '男', '，']","['B-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 5, 5, 5, 5]",王洋，男，,5
"['1', '9', '6', '8', '年', '出', '生', '，', '研', '究', '生', '，', '注', '册', '会', '计', '师', '，', '曾', '任', '黑', '龙', '江', '省', '电', '力', '开', '发', '公', '司', '副', '总', '会', '计', '师', '、', '总', '会', '计', '师', '，', '现', '任', '黑', '龙', '江', '辰', '能', '投', '资', '集', '团', '有', '限', '责', '任', '华', '电', '能', '源', '股', '份', '有', '限', '公', '司', '总', '会', '计', '师', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 5, 10, 11, 11, 11, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 10, 11, 11, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",1968年出生，研究生，注册会计师，曾任黑龙江省电力开发公司副总会计师、总会计师，现任黑龙江辰能投资集团有限责任华电能源股份有限公司总会计师。,71
"['贝', '政', '新', '，', '男', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O']","[5, 3, 4, 4, 5, 5, 5, 5]",贝政新，男，,6
"['1', '9', '5', '2', '年', '出', '生', '，', '大', '学', '本', '科', '学', '历', '，', '大', '学', '教', '授', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 12, 13, 13, 13, 13, 13, 5, 10, 11, 11, 11, 5, 5]",1952年出生，大学本科学历，大学教授。,20
"['1', '9', '6', '9', '年', '参', '加', '工', '作', '，', '历', '任', '苏', '州', '大', '学', '财', '经', '学', '院', '讲', '师', '、', '副', '教', '授', '、', '教', '授', '(', '财', '务', '方', '向', ')', '、', '学', '院', '工', '会', '主', '席', '、', '管', '理', '系', '党', '支', '部', '书', '记', '、', '苏', '州', '大', '学', '财', '经', '学', '院', '金', '融', '系', '主', '任', '、', '苏', '福', '马', '股', '份', '有', '限', '公', '司', '第', '二', '届', '独', '立', '董', '事', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 10, 11, 11, 5, 10, 11, 5, 5, 5, 5, 5, 5, 5, 14, 15, 10, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 5, 5]",1969年参加工作，历任苏州大学财经学院讲师、副教授、教授(财务方向)、学院工会主席、管理系党支部书记、苏州大学财经学院金融系主任、苏福马股份有限公司第二届独立董事。,83
"['王', '东', '先', '生', '：', '2', '0', '0', '4', '年', '7', '月', '毕', '业', '于', '天', '津', '工', '业', '大', '学', '自', '动', '化', '专', '业', '，', '获', '学', '士', '学', '位', '。']","['B-NAME', 'I-NAME', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O']","[5, 3, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 16, 17, 17, 17, 17, 5, 5, 12, 13, 13, 13, 5, 5]",王东先生：2004年7月毕业于天津工业大学自动化专业，获学士学位。,33
"['2', '0', '0', '4', '年', '7', '月', '至', '2', '0', '0', '5', '年', '7', '月', '任', '职', '于', '陕', '西', '法', '士', '特', '齿', '轮', '责', '任', '有', '限', '公', '司', '，', '任', '电', '气', '工', '程', '师', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 10, 11, 11, 11, 11, 5, 5]",2004年7月至2005年7月任职于陕西法士特齿轮责任有限公司，任电气工程师。,39
"['2', '0', '0', '5', '年', '7', '月', '进', '入', '西', '安', '宝', '德', '自', '动', '化', '股', '份', '有', '限', '公', '司', '，', '历', '任', '工', '程', '师', '、', '技', '术', '部', '经', '理', '，', '现', '任', '西', '安', '宝', '德', '自', '动', '化', '股', '份', '有', '限', '公', '司', '监', '事', '、', '技', '术', '部', '经', '理', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5, 5, 10, 11, 11, 5, 10, 11, 11, 11, 11, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 10, 11, 11, 11, 11, 5, 5]",2005年7月进入西安宝德自动化股份有限公司，历任工程师、技术部经理，现任西安宝德自动化股份有限公司监事、技术部经理。,59
"['参', '与', '研', '发', '了', '包', '括', '国', '内', '首', '套', '9', '0', '0', '0', '米', '钻', '机', '交', '流', '变', '频', '电', '传', '动', '控', '制', '系', '统', '及', '世', '界', '首', '套', '1', '2', '0', '0', '0', '米', '陆', '地', '交', '流', '变', '频', '钻', '机', '电', '控', '系', '统', '在', '内', '的', '十', '多', '种', '项', '目', '产', '品', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",参与研发了包括国内首套9000米钻机交流变频电传动控制系统及世界首套12000米陆地交流变频钻机电控系统在内的十多种项目产品。,63
"['叶', '明', '星', '，', '男', '，', '高', '中', '文', '化', '，', '高', '级', '工', '程', '师', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 12, 13, 13, 13, 5, 10, 11, 11, 11, 11, 5, 5]",叶明星，男，高中文化，高级工程师。,17
"['现', '任', '芳', '华', '公', '司', '董', '事', '长', '、', '总', '经', '理', '、', '党', '委', '书', '记', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 10, 11, 11, 5, 10, 11, 11, 5, 10, 11, 11, 11, 5, 5]",现任芳华公司董事长、总经理、党委书记。,19
"['获', '浙', '江', '省', '办', '厂', '能', '人', '、', '省', '跨', '世', '纪', '改', '革', '家', '、', '省', '创', '业', '标', '兵', '称', '号', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",获浙江省办厂能人、省跨世纪改革家、省创业标兵称号。,25
"['李', '世', '壮', '，', '男', '，', '本', '科', '学', '历', '，', '工', '程', '师', '，', '中', '共', '党', '员', '。']","['B-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-EDU', 'I-EDU', 'I-EDU', 'I-EDU', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 3, 4, 4, 5, 5, 5, 12, 13, 13, 13, 5, 10, 11, 11, 5, 10, 11, 11, 11, 5, 5]",李世壮，男，本科学历，工程师，中共党员。,20
"['曾', '任', '深', '圳', '市', '建', '筑', '机', '械', '动', '力', '公', '司', '分', '公', '司', '副', '经', '理', '、', '主', '任', '工', '程', '师', '；']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 10, 11, 11, 11, 11, 5, 5]",曾任深圳市建筑机械动力公司分公司副经理、主任工程师；,26
"['深', '圳', '市', '天', '地', '(', '集', '团', ')', '股', '份', '有', '限', '公', '司', '南', '湾', '项', '目', '部', '技', '术', '负', '责', '人', '；']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 5]",深圳市天地(集团)股份有限公司南湾项目部技术负责人；,26
"['项', '目', '开', '发', '部', '副', '经', '理', '、', '经', '理', '；']","['B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'O']","[5, 10, 11, 11, 11, 11, 11, 11, 11, 5, 10, 11, 5, 5]",项目开发部副经理、经理；,12
"['西', '安', '千', '禧', '国', '际', '置', '业', '有', '限', '公', '司', '副', '总', '经', '理', '；']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",西安千禧国际置业有限公司副总经理；,17
"['深', '圳', '市', '天', '地', '(', '集', '团', ')', '股', '份', '有', '限', '公', '司', '总', '经', '理', '助', '理', '；']","['B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 11, 5, 5]",深圳市天地(集团)股份有限公司总经理助理；,21
"['经', '营', '总', '监', '。']","['B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 10, 11, 11, 11, 5, 5]",经营总监。,5
"['现', '任', '连', '云', '港', '天', '地', '经', '纬', '房', '地', '产', '开', '发', '有', '限', '公', '司', '总', '经', '理', '、', '西', '安', '千', '禧', '国', '际', '置', '业', '有', '限', '公', '司', '总', '经', '理', '、', '深', '圳', '市', '天', '地', '(', '集', '团', ')', '股', '份', '有', '限', '公', '司', '副', '总', '经', '理', '。']","['O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 10, 11, 11, 11, 5, 5]",现任连云港天地经纬房地产开发有限公司总经理、西安千禧国际置业有限公司总经理、深圳市天地(集团)股份有限公司副总经理。,58
"['小', '六', '修', '一', '郎', '：', '男', '，', '日', '本', '籍', '，']","['B-NAME', 'I-NAME', 'I-NAME', 'I-NAME', 'I-NAME', 'O', 'O', 'O', 'B-CONT', 'I-CONT', 'I-CONT', 'O']","[5, 3, 4, 4, 4, 4, 5, 5, 5, 6, 7, 7, 5, 5]",小六修一郎：男，日本籍，,12
"['1', '9', '5', '0', '年', '1', '2', '月', '1', '5', '日', '生', '。']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]",1950年12月15日生。,13
"['1', '9', '7', '3', '年', '3', '月', '于', '国', '立', '爱', '媛', '大', '学', '工', '科', '冶', '金', '专', '业', '毕', '业', '，', '同', '年', '4', '月', '进', '入', '大', '阪', '金', '刚', '石', '工', '业', '株', '式', '会', '社', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'I-PRO', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 16, 17, 17, 17, 17, 17, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 5, 5]",1973年3月于国立爱媛大学工科冶金专业毕业，同年4月进入大阪金刚石工业株式会社；,41
"['1', '9', '8', '5', '年', '1', '月', '担', '任', '锯', '片', '事', '业', '部', '技', '术', '科', '工', '程', '师', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 5]",1985年1月担任锯片事业部技术科工程师；,21
"['1', '9', '8', '9', '年', '1', '月', '，', '担', '任', '锯', '片', '事', '业', '部', '技', '术', '科', '科', '长', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 11, 11, 11, 11, 11, 11, 5, 5]",1989年1月，担任锯片事业部技术科科长；,21
"['2', '0', '0', '0', '年', '1', '月', '担', '任', '锯', '片', '事', '业', '部', '部', '长', '兼', '静', '冈', '制', '作', '所', '所', '长', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O', 'B-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 10, 11, 11, 11, 11, 11, 11, 5, 10, 11, 11, 11, 11, 11, 11, 5, 5]",2000年1月担任锯片事业部部长兼静冈制作所所长；,25
"['2', '0', '0', '2', '年', '6', '月', '担', '任', '联', '合', '材', '料', '株', '式', '会', '社', '理', '事', '；']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'I-ORG', 'B-TITLE', 'I-TITLE', 'O']","[5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 14, 15, 15, 15, 15, 15, 15, 15, 10, 11, 5, 5]",2002年6月担任联合材料株式会社理事；,20
